county,location_type,Sex,Age,household_size,education_level,marital_status,has_disability,monthly_income,experienced_shock,mobile_ownership_1,mobile_money_access,barriers_mobile_money,Savings_formal,Savings_informal,Loan_formal,Loan_informal,defaulted,formal_service_use,barriers_bank,prodsum1,fl_score,nfhi_11,nfhi_12,nfhi_13,accessto_13k_1month,not_difficult,financial_status
Kwale,78,Male,4,2,4,4,0,5000,1,1,1,0,1,1,1,1,1,1,0,14,2,1,0,0,1,0,Stayed the same
Kwale,74,Male,3,1,3,4,0,5000,0,1,1,0,0,0,1,0,1,1,0,7,1,0,1,1,1,0,Worsened
Narok,1221,Female,2,1,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,3,1,1,1,0,0,Improved
Makueni,584,Female,2,2,3,1,0,5000,0,0,1,2,0,0,0,0,0,1,2,0,1,1,1,1,0,0,Stayed the same
Kiambu,798,Male,1,1,3,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,3,1,1,1,0,0,Improved
Narok,1204,Male,5,3,1,4,0,5000,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,Worsened
Nakuru,1139,Male,6,1,2,3,0,5000,1,1,1,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,Worsened
Mombasa,10,Male,3,2,3,4,0,5000,1,1,1,0,0,0,1,0,1,1,1,4,3,0,0,0,0,0,Stayed the same
Nyeri,650,Male,6,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,3,2,3,1,1,1,1,0,Worsened
Nyamira,1747,Male,2,2,2,1,0,5000,1,1,1,0,1,0,1,0,1,1,3,4,3,0,1,0,1,0,Worsened
Siaya,1542,Female,4,1,4,1,0,5000,1,1,1,0,1,0,1,1,1,1,0,8,2,0,1,0,0,0,Stayed the same
West Pokot,890,Female,3,2,3,4,0,5000,0,1,1,0,0,1,0,1,1,1,5,5,2,1,0,1,1,1,Worsened
Kakamega,1372,Female,6,2,1,3,0,5000,0,0,0,7,0,0,0,1,0,0,4,1,1,0,1,1,0,0,Worsened
Tana River,154,Male,2,1,3,1,0,5000,1,0,0,7,0,0,0,0,0,0,2,0,3,1,0,0,0,0,Stayed the same
Laikipia,1129,Male,2,1,4,1,0,5000,0,1,1,0,1,1,1,1,0,1,0,13,2,1,1,0,1,0,Improved
Machakos,515,Male,4,2,2,1,0,5000,0,1,1,0,1,1,0,1,1,1,1,5,2,1,1,1,0,0,Worsened
Kakamega,1377,Female,2,2,2,4,0,5000,1,1,1,0,1,1,0,0,0,1,3,4,2,0,1,1,0,0,Stayed the same
Migori,1671,Female,2,2,2,4,0,5000,1,1,1,0,0,1,0,1,0,1,4,4,1,1,1,1,0,0,Worsened
Meru,366,Female,6,3,2,4,0,5000,1,1,1,0,0,1,1,1,0,1,1,6,1,0,0,0,0,0,Worsened
Kisii,1719,Female,4,1,2,1,0,5000,0,1,1,0,0,0,0,1,1,1,5,2,1,0,0,0,0,0,Worsened
Siaya,1546,Male,3,2,3,4,0,5000,1,1,1,0,1,1,0,1,1,1,8,5,2,0,1,1,1,1,Worsened
Baringo,1067,Male,3,2,2,1,0,5000,1,0,1,7,0,0,0,0,0,1,1,0,2,0,1,0,0,0,Improved
Kirinyaga,707,Male,3,1,4,4,0,5000,1,1,1,0,0,0,1,1,1,1,0,8,3,1,1,1,1,1,Improved
Embu,453,Female,4,2,2,4,0,5000,0,1,1,0,1,1,1,1,0,1,0,8,3,0,1,0,0,0,Worsened
Elgeyo-Marakwet,1018,Female,5,1,3,2,0,5000,0,1,1,0,1,0,1,1,1,1,0,6,2,1,1,0,1,1,Worsened
Meru,382,Female,3,2,4,1,0,5000,1,1,1,0,1,1,1,1,1,1,1,9,3,0,0,0,1,1,Worsened
Kakamega,1375,Male,3,3,1,2,0,5000,0,0,0,7,0,0,0,0,0,0,4,0,0,0,1,1,0,0,Improved
Mombasa,41,Male,2,2,2,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,3,2,1,1,1,0,0,Stayed the same
Kajiado,1265,Female,2,2,4,4,0,5000,0,1,1,0,1,1,1,1,0,1,1,9,3,1,1,1,1,1,Stayed the same
Kajiado,1244,Male,4,2,2,4,0,5000,0,1,1,0,1,1,1,1,1,1,1,10,1,1,1,1,1,1,Stayed the same
Migori,1674,Female,4,2,2,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,Stayed the same
Taita-Taveta,186,Female,5,2,2,3,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,Worsened
Siaya,1525,Female,5,2,2,2,0,5000,1,1,1,0,0,1,0,0,0,1,1,2,2,0,1,1,1,0,Worsened
Busia,1500,Female,3,2,2,4,0,5000,1,1,1,0,1,1,1,1,0,1,1,10,2,1,1,0,1,1,Improved
Migori,1653,Male,5,2,2,4,0,5000,1,1,1,0,1,0,0,0,0,1,0,3,3,1,1,1,1,0,Improved
Kakamega,1378,Female,2,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,3,0,1,1,1,1,Worsened
Mombasa,8,Female,3,2,3,4,0,5000,1,1,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,Worsened
Bungoma,1453,Female,5,2,3,4,0,5000,1,1,1,0,0,0,1,0,1,1,1,2,3,1,1,0,0,0,Worsened
Nairobi City,1819,Male,3,2,3,4,0,5000,1,1,1,0,1,1,1,1,0,1,0,13,2,1,1,1,1,1,Worsened
Taita-Taveta,190,Male,6,2,3,4,0,5000,1,1,1,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,Worsened
Machakos,558,Female,5,1,3,1,0,5000,0,1,1,0,0,1,0,0,0,1,1,4,3,1,1,1,1,0,Improved
Nandi,1028,Male,4,2,2,4,0,5000,1,1,1,0,1,0,1,0,0,1,1,3,2,0,0,1,1,0,Stayed the same
Nandi,1049,Female,2,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,4,2,3,1,1,1,1,0,Improved
Kwale,60,Male,3,2,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,2,15,2,0,1,0,1,0,Improved
Kericho,1296,Female,5,1,2,2,0,5000,0,1,1,0,0,0,1,1,0,1,1,4,2,0,0,1,1,0,Worsened
Murang'a,722,Male,6,1,2,4,0,5000,0,1,1,9,0,0,0,0,0,1,1,0,1,1,1,1,0,0,Stayed the same
Nairobi City,1784,Male,2,1,4,4,0,5000,0,1,1,0,1,0,0,1,1,1,1,4,2,0,0,0,0,0,Worsened
Taita-Taveta,195,Male,3,1,2,2,0,5000,1,1,1,0,1,0,0,1,0,1,4,4,1,0,1,0,1,1,Worsened
West Pokot,876,Male,3,2,2,4,0,5000,0,1,1,0,1,0,0,1,0,1,4,3,2,0,1,0,1,0,Improved
Nyamira,1744,Female,5,3,1,4,0,5000,1,1,1,0,0,0,0,1,0,1,1,2,2,0,1,0,0,0,Worsened
Elgeyo-Marakwet,1006,Female,3,2,2,2,0,5000,1,1,1,0,0,0,0,1,0,1,8,4,2,0,0,0,1,0,Stayed the same
Uasin Gishu,967,Male,2,1,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,3,1,0,1,1,0,Improved
Kisumu,1588,Male,4,2,2,4,0,5000,1,1,1,0,0,1,1,1,1,1,0,9,2,0,0,0,0,0,Worsened
Taita-Taveta,214,Male,6,2,2,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,Worsened
Marsabit,304,Female,6,3,1,3,0,5000,1,1,1,8,0,0,0,0,0,1,4,0,2,0,1,1,1,0,Worsened
Mandera,270,Female,3,3,2,4,0,5000,0,1,1,0,1,0,0,1,0,1,4,2,2,1,1,1,1,1,Improved
Busia,1504,Female,5,2,2,3,0,5000,1,1,1,0,1,0,0,0,0,1,1,2,2,1,1,0,0,0,Improved
Bungoma,1436,Male,3,2,2,4,0,5000,1,0,1,7,1,1,0,1,1,1,0,6,2,0,0,0,0,0,Stayed the same
Tana River,149,Female,6,2,1,1,0,5000,0,0,1,0,0,0,0,1,0,1,8,2,2,0,0,0,0,0,Worsened
Vihiga,1405,Female,5,2,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,1,7,3,0,1,0,0,0,Worsened
Nandi,1024,Male,6,2,3,4,0,5000,0,1,1,0,0,1,1,0,0,1,1,5,3,0,1,0,0,0,Worsened
Nyandarua,635,Female,5,1,3,1,0,5000,0,1,1,0,1,1,1,0,0,1,0,10,2,1,1,1,1,0,Worsened
Kwale,63,Male,3,2,2,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,4,0,0,0,1,1,0,Worsened
Kajiado,1259,Female,2,2,2,1,0,5000,0,1,0,8,0,1,0,0,0,0,1,2,1,1,1,0,1,1,Improved
Migori,1680,Female,6,2,2,1,0,5000,0,1,1,0,0,0,1,0,0,1,1,2,1,1,1,1,0,0,Improved
Turkana,855,Female,1,2,2,1,0,5000,1,0,0,4,0,0,0,0,0,0,8,0,1,0,0,1,0,0,Worsened
Kericho,1305,Male,3,1,2,4,0,5000,0,1,1,0,1,0,1,0,0,1,1,8,3,1,1,0,1,0,Worsened
Murang'a,753,Female,4,2,3,1,0,5000,1,1,1,0,0,1,1,1,0,1,1,6,3,0,0,0,0,0,Worsened
Kirinyaga,706,Male,5,2,2,4,0,5000,0,1,1,0,0,1,0,1,0,1,1,3,2,1,1,1,1,0,Worsened
Kisii,1731,Female,3,1,4,4,0,5000,0,1,1,0,1,1,1,0,0,1,0,9,1,1,1,0,1,0,Worsened
Elgeyo-Marakwet,1008,Female,3,1,2,4,0,5000,1,1,1,0,1,1,0,0,0,1,0,8,2,1,0,1,1,0,Stayed the same
Bungoma,1474,Male,3,2,2,4,0,5000,1,1,1,0,0,0,1,1,1,1,1,3,3,0,0,1,0,0,Worsened
Kiambu,807,Male,4,1,3,2,0,5000,0,1,1,0,1,0,1,0,1,1,0,7,3,1,0,1,0,0,Stayed the same
Machakos,544,Female,3,1,3,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,Improved
Laikipia,1114,Female,2,1,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,1,0,0,Improved
Tharaka-Nithi,429,Female,5,3,2,4,0,5000,0,1,1,0,1,0,1,1,1,1,1,7,1,0,1,0,0,0,Worsened
Bomet,1313,Female,5,3,2,4,0,5000,1,1,1,0,0,0,0,1,0,1,1,1,2,0,0,1,0,0,Worsened
Embu,432,Male,3,2,4,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,9,3,1,1,1,1,0,Improved
Uasin Gishu,976,Female,2,2,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,Stayed the same
Elgeyo-Marakwet,1020,Female,3,2,4,1,0,5000,1,1,1,0,1,0,0,0,0,1,0,7,3,1,0,1,1,0,Worsened
Homabay,1632,Female,6,2,2,3,1,5000,1,0,1,7,0,1,0,1,0,1,1,3,1,0,0,1,1,1,Worsened
Kisumu,1564,Male,6,1,3,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,Worsened
Wajir,1842,Male,4,3,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,Worsened
Embu,449,Male,3,2,1,4,0,5000,1,1,1,0,0,0,1,0,0,1,1,3,3,0,0,0,1,1,Worsened
Busia,1508,Female,2,1,4,1,0,5000,0,1,1,0,1,0,1,0,1,1,0,5,2,0,1,0,1,1,Worsened
Nyandarua,611,Male,4,2,2,4,0,5000,0,1,1,0,0,1,1,1,0,1,1,5,2,0,0,0,0,0,Worsened
Kisii,1712,Male,5,2,2,4,0,5000,0,1,0,7,0,0,0,0,0,0,1,0,1,1,1,1,1,0,Worsened
Nairobi City,1787,Male,5,2,4,4,0,5000,0,1,1,0,1,1,1,0,1,1,0,7,3,1,0,1,1,0,Worsened
Tharaka-Nithi,409,Female,5,3,2,1,0,5000,1,1,1,0,0,1,1,1,0,1,1,5,2,0,0,0,0,0,Stayed the same
Kisii,1709,Female,6,2,2,3,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,Worsened
Tana River,141,Male,4,2,1,4,0,5000,1,0,1,0,0,1,0,1,1,1,8,4,3,1,0,1,0,0,Worsened
Murang'a,762,Female,3,4,4,1,0,5000,0,1,0,0,0,0,1,0,0,1,0,4,3,0,0,0,0,0,Worsened
Nyandarua,628,Female,6,3,2,3,1,5000,0,1,1,0,1,0,0,1,0,1,0,6,1,1,1,1,0,0,Stayed the same
Taita-Taveta,202,Female,3,2,2,4,0,5000,1,1,1,0,1,0,0,0,0,1,5,3,3,1,1,1,1,1,Improved
Laikipia,1123,Female,6,2,1,3,0,5000,1,0,1,0,0,1,0,1,0,1,3,3,2,1,1,1,1,1,Worsened
Kisii,1703,Male,6,2,2,3,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,Worsened
Turkana,842,Male,4,3,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,8,1,2,0,0,0,0,0,Stayed the same
Baringo,1063,Female,1,2,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,Stayed the same
Elgeyo-Marakwet,1011,Male,2,2,3,4,0,5000,0,1,1,0,1,0,1,0,1,1,8,5,2,1,1,0,1,1,Improved
Kericho,1296,Female,3,1,2,4,0,5000,0,1,1,8,0,0,0,1,0,1,1,1,2,1,1,1,1,1,Improved
Busia,1484,Male,5,1,4,4,0,5000,1,1,1,0,1,1,1,0,0,1,0,12,2,1,1,1,1,1,Worsened
Nyamira,1756,Female,4,2,2,4,0,5000,0,1,1,0,0,1,0,0,0,1,1,4,3,1,1,1,0,0,Worsened
Murang'a,732,Male,6,1,2,4,0,5000,1,1,1,0,1,0,0,0,0,1,0,4,2,1,1,0,1,1,Worsened
Makueni,562,Female,3,2,3,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,2,1,0,0,1,1,Worsened
Homabay,1644,Female,3,2,3,2,1,5000,1,1,1,0,1,0,0,0,0,1,1,3,2,1,0,0,1,1,Worsened
Nandi,1042,Male,3,2,2,4,0,5000,0,1,1,0,1,0,1,1,1,1,1,7,2,0,0,0,1,0,Worsened
Nakuru,1148,Male,4,2,2,4,0,5000,1,1,1,0,1,0,1,0,1,1,1,4,3,1,1,1,1,0,Worsened
Busia,1501,Female,6,2,2,3,0,5000,1,1,1,0,1,0,1,0,1,1,4,3,2,0,0,0,1,0,Stayed the same
Meru,383,Female,5,2,2,2,0,5000,1,1,1,0,1,1,0,1,1,1,0,8,2,0,0,1,0,0,Stayed the same
Meru,371,Male,6,2,2,4,0,5000,1,1,1,0,0,0,1,0,0,1,1,5,1,0,0,0,0,0,Worsened
Murang'a,765,Male,2,1,2,1,0,5000,0,1,1,0,1,0,0,1,1,1,1,5,2,1,0,1,0,0,Improved
Embu,453,Female,6,2,1,4,0,5000,0,0,0,8,0,0,0,1,1,1,0,1,1,0,0,1,0,0,Worsened
Baringo,1086,Male,6,2,1,4,1,5000,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,Worsened
Meru,350,Male,4,2,2,4,0,5000,0,1,1,0,1,0,0,1,0,1,0,3,3,1,1,0,1,1,Worsened
Nairobi City,1823,Male,4,2,2,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,Improved
Vihiga,1399,Male,2,2,3,1,0,5000,0,0,1,2,0,0,0,0,0,1,2,0,3,0,1,1,1,1,Stayed the same
Turkana,853,Male,3,2,1,4,0,5000,1,1,1,0,1,0,1,1,1,1,0,11,1,0,0,1,1,1,Improved
Kericho,1309,Male,4,1,2,4,0,5000,1,1,1,0,1,0,1,1,1,1,0,8,2,0,1,0,0,0,Worsened
Kirinyaga,697,Male,5,1,2,4,0,5000,0,1,1,0,0,1,0,0,0,1,1,4,1,1,1,1,0,0,Worsened
Murang'a,721,Male,1,1,3,1,0,5000,0,0,1,7,0,0,0,0,0,1,2,0,3,1,1,1,0,0,Improved
Mandera,262,Male,1,3,1,1,0,5000,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,0,0,Worsened
Kitui,501,Female,6,3,1,4,1,5000,1,0,0,7,0,0,0,1,1,1,0,2,1,0,1,1,0,0,Worsened
Vihiga,1410,Female,2,2,3,1,0,5000,1,0,0,7,0,0,0,0,0,0,4,0,1,0,1,0,1,0,Worsened
Garissa,216,Male,3,1,4,1,0,5000,0,1,1,0,1,1,0,0,0,1,0,4,3,1,0,1,1,1,Improved
Murang'a,726,Male,6,1,3,4,0,5000,0,1,1,0,0,0,1,0,0,1,1,3,3,1,1,1,0,0,Worsened
Marsabit,300,Male,1,3,1,1,0,5000,0,1,0,2,0,0,0,0,0,0,4,0,1,0,1,1,1,1,Worsened
Siaya,1556,Male,3,2,3,4,1,5000,0,1,1,0,1,1,0,0,0,1,0,7,3,0,0,0,0,0,Worsened
Kirinyaga,702,Male,3,2,3,2,0,5000,1,1,1,0,0,0,1,0,1,1,0,3,3,1,1,1,1,1,Worsened
Narok,1225,Male,3,1,3,1,0,5000,0,1,1,0,0,0,1,1,1,1,1,7,3,0,0,0,1,0,Worsened
Migori,1666,Female,6,2,2,4,1,5000,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,Stayed the same
Nandi,1060,Male,6,1,3,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,Stayed the same
Kajiado,1264,Male,3,2,4,1,0,5000,1,1,1,0,0,0,1,0,1,1,1,3,1,0,1,1,1,0,Worsened
Makueni,592,Female,3,2,2,4,0,5000,0,1,1,0,0,1,1,1,0,1,1,6,2,1,1,1,1,0,Stayed the same
Nakuru,1157,Male,3,2,2,1,0,5000,1,1,1,0,1,0,0,0,0,1,1,2,3,1,0,1,0,0,Worsened
Kiambu,774,Male,1,1,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,3,1,1,1,1,0,Stayed the same
Meru,372,Male,6,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,Worsened
Embu,469,Male,2,2,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,0,5,3,1,1,1,1,1,Improved
Nyandarua,609,Male,5,2,1,2,0,5000,0,1,0,9,0,0,0,1,0,1,0,2,2,1,0,0,0,0,Worsened
Tharaka-Nithi,403,Male,4,2,2,4,0,5000,0,1,1,0,0,0,0,1,1,1,1,2,2,1,0,0,0,0,Worsened
Bomet,1312,Male,4,1,2,4,0,5000,0,1,1,0,1,1,1,0,0,1,1,7,3,1,1,1,1,0,Worsened
Taita-Taveta,184,Male,6,1,4,4,0,5000,1,1,1,0,1,0,0,0,0,1,0,4,2,1,1,1,1,0,Worsened
Tharaka-Nithi,410,Female,3,2,2,4,0,5000,0,1,1,0,1,0,1,1,1,1,0,13,3,0,0,0,1,0,Worsened
Mombasa,11,Female,2,2,2,4,0,5000,1,0,0,7,0,0,0,1,0,0,1,0,2,0,1,1,0,0,Worsened
Machakos,546,Male,4,1,4,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,14,3,1,1,1,1,0,Worsened
Samburu,892,Female,3,3,1,4,0,5000,0,1,1,0,1,0,1,1,0,1,8,5,1,0,1,0,1,1,Improved
Isiolo,321,Female,1,1,3,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,1,0,0,1,0,0,Stayed the same
Nandi,1028,Female,5,2,2,4,0,5000,0,1,1,0,0,0,1,1,1,1,1,4,2,1,1,1,1,1,Stayed the same
Mombasa,24,Female,1,2,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,1,0,0,Stayed the same
Kakamega,1379,Female,5,2,4,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,14,3,1,1,1,1,0,Stayed the same
Isiolo,322,Male,4,1,1,4,0,5000,1,1,1,0,1,0,1,1,1,1,3,5,1,0,0,0,1,1,Improved
Kitui,512,Female,2,2,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,4,2,0,1,1,0,0,Worsened
Marsabit,301,Female,6,3,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,0,1,1,0,0,Worsened
Kericho,1286,Female,2,1,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,2,0,1,1,0,0,Stayed the same
Kiambu,819,Female,4,2,3,1,0,5000,0,1,1,0,1,0,1,1,1,1,1,6,2,0,1,0,1,0,Stayed the same
Murang'a,729,Female,4,3,2,4,0,5000,0,0,0,7,0,1,1,1,0,1,8,6,3,0,0,0,0,0,Stayed the same
Busia,1493,Male,6,2,2,4,1,5000,1,1,1,0,1,0,0,0,0,1,0,4,2,0,1,1,0,0,Worsened
Samburu,897,Male,2,1,3,1,0,5000,0,0,1,2,0,0,0,0,0,1,2,0,3,1,1,1,1,1,Improved
Kilifi,92,Male,2,1,2,1,0,5000,1,1,0,2,0,0,0,0,0,0,2,0,2,1,1,1,0,0,Worsened
Laikipia,1121,Female,4,3,2,2,0,5000,0,1,1,0,1,1,1,1,0,1,3,9,2,0,0,0,1,1,Stayed the same
Mombasa,31,Male,1,2,2,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,2,0,1,1,0,0,Stayed the same
Kiambu,774,Male,2,1,2,1,0,5000,1,1,1,0,1,0,1,0,1,1,0,5,2,0,1,0,1,0,Improved
Kwale,47,Female,4,2,2,3,0,5000,1,1,1,0,1,1,0,1,1,1,0,7,2,0,0,0,1,1,Worsened
Kilifi,96,Female,3,2,4,4,0,5000,1,1,1,0,1,1,0,1,0,1,5,6,3,1,1,1,1,0,Improved
Meru,361,Male,2,2,2,1,0,5000,0,1,1,0,1,0,0,1,1,1,1,3,3,0,0,0,0,0,Worsened
West Pokot,868,Male,1,2,2,1,0,5000,1,0,0,7,0,0,0,0,0,0,8,0,2,0,1,1,0,0,Stayed the same
Taita-Taveta,184,Male,5,2,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,Improved
Kericho,1281,Female,2,1,4,1,0,5000,0,1,1,0,1,0,1,0,1,1,0,5,3,0,0,0,1,0,Worsened
Kirinyaga,720,Female,3,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,10,3,1,1,0,1,0,Worsened
Garissa,227,Male,4,1,3,4,0,5000,0,1,1,0,1,1,1,0,0,1,0,12,3,1,1,0,1,1,Worsened
Kilifi,105,Male,1,1,2,1,0,5000,1,0,0,7,0,0,0,1,1,0,2,1,0,0,0,1,1,0,Improved
Migori,1684,Female,2,1,4,4,0,5000,0,1,1,0,1,1,1,1,0,1,1,10,2,0,1,0,0,0,Improved
Kiambu,775,Male,5,1,2,1,0,5000,1,1,1,0,1,0,1,0,1,1,1,3,3,1,1,1,1,0,Worsened
Nandi,1040,Female,4,2,4,4,0,5000,0,1,1,0,0,1,1,1,0,1,0,5,2,1,1,1,1,1,Improved
West Pokot,865,Female,4,2,1,4,0,5000,1,0,1,7,0,0,0,0,0,1,1,0,3,0,0,0,1,0,Worsened
Baringo,1074,Female,2,2,1,4,0,5000,1,1,0,4,0,0,0,0,0,0,8,0,0,0,0,1,1,0,Stayed the same
Tharaka-Nithi,413,Female,3,2,3,4,0,5000,1,1,1,0,0,0,1,1,1,1,1,4,2,0,0,0,0,0,Worsened
Makueni,592,Female,4,2,3,2,0,5000,1,1,1,0,0,1,1,1,1,1,1,8,2,0,1,0,1,0,Worsened
Taita-Taveta,183,Female,6,1,1,3,0,5000,1,1,1,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,Worsened
Vihiga,1408,Male,4,2,3,4,0,5000,0,1,1,0,0,0,1,0,1,1,8,5,2,1,0,1,1,0,Stayed the same
Embu,464,Female,2,2,3,1,0,5000,0,1,1,0,1,0,1,1,1,1,0,5,3,1,1,1,1,1,Improved
Meru,385,Male,2,2,3,1,0,5000,0,1,1,0,1,0,1,1,0,1,0,8,2,1,0,1,1,1,Stayed the same
Turkana,851,Male,6,3,1,3,1,5000,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Worsened
Embu,449,Female,4,2,2,3,0,5000,1,1,1,0,0,0,0,1,0,1,1,4,2,1,1,0,0,0,Worsened
Kisii,1728,Male,3,2,3,1,0,5000,1,0,1,0,1,0,1,1,1,1,8,6,3,0,0,0,1,0,Worsened
Uasin Gishu,984,Male,3,1,3,2,0,5000,1,1,1,0,1,0,1,1,1,1,1,10,3,0,0,0,1,1,Stayed the same
Siaya,1556,Female,3,1,2,4,0,5000,1,1,1,0,1,0,0,0,0,1,1,3,3,0,0,0,0,0,Worsened
Machakos,547,Male,2,1,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,3,3,1,0,1,0,0,Stayed the same
Murang'a,749,Female,6,1,1,4,0,5000,0,1,1,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,Worsened
Elgeyo-Marakwet,1014,Female,6,2,2,3,0,5000,1,1,1,0,1,0,0,0,0,1,0,7,2,1,0,1,0,0,Stayed the same
Embu,446,Male,6,2,2,4,0,5000,0,0,1,7,0,0,0,1,1,1,1,1,1,0,1,1,0,0,Worsened
Turkana,852,Female,5,2,1,3,0,5000,1,1,0,8,0,0,0,0,0,0,1,0,2,0,0,1,0,0,Worsened
Garissa,226,Female,3,1,1,2,0,5000,0,1,1,0,0,0,0,1,1,1,1,2,1,1,0,1,0,0,Improved
Kilifi,110,Female,5,2,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,4,3,1,1,1,0,0,Worsened
Kericho,1289,Female,6,2,1,4,0,5000,1,1,1,0,1,0,1,0,0,1,4,4,3,1,1,1,0,0,Worsened
Isiolo,345,Female,6,2,1,3,0,5000,0,1,1,0,0,0,0,1,0,1,1,3,2,1,1,1,0,0,Worsened
Kitui,485,Female,6,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,Stayed the same
Uasin Gishu,989,Female,4,1,3,3,0,5000,1,1,1,0,1,0,1,0,1,1,0,6,3,0,0,0,0,0,Worsened
Migori,1672,Male,1,2,3,1,0,5000,0,0,1,2,0,0,0,0,0,1,2,0,1,1,1,1,0,0,Worsened
Machakos,542,Female,3,2,2,2,0,5000,1,0,1,7,0,0,0,1,0,1,1,1,3,0,0,0,0,0,Worsened
Kakamega,1358,Male,5,2,2,4,0,5000,0,0,1,7,0,1,0,1,0,1,1,3,2,0,1,1,0,0,Improved
Nyamira,1760,Female,3,2,4,1,0,5000,0,1,1,0,1,0,0,1,0,1,0,6,3,0,0,1,1,1,Worsened
Nyandarua,610,Female,4,3,2,4,1,5000,1,1,1,0,0,1,0,1,1,1,1,5,3,0,0,0,0,0,Worsened
Kisii,1712,Female,4,2,2,4,0,5000,0,1,1,0,0,1,0,1,1,1,1,4,2,1,0,0,0,0,Stayed the same
Busia,1512,Male,4,2,2,4,0,5000,1,1,1,0,0,1,1,1,1,1,1,6,2,0,1,0,1,1,Stayed the same
Kericho,1310,Female,2,1,3,1,0,5000,0,1,1,2,0,0,0,0,0,1,1,0,2,1,1,1,0,0,Improved
Garissa,221,Female,6,2,1,4,0,5000,1,1,1,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,Worsened
Kitui,498,Male,2,2,2,1,0,5000,1,0,1,7,0,0,0,1,1,1,1,1,3,0,1,1,1,0,Worsened
Lamu,163,Female,4,1,1,4,1,5000,1,1,0,1,0,0,0,0,0,0,8,0,2,0,0,0,0,0,Worsened
Kericho,1287,Female,5,2,2,3,0,5000,0,1,1,0,1,0,1,0,0,1,0,10,0,1,1,0,0,0,Worsened
Busia,1505,Female,3,2,2,4,0,5000,1,0,0,7,0,0,0,0,0,0,4,0,3,0,1,1,0,0,Improved
